Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target
Hindi_image_909.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_375.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1819.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1937.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_2073.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_759.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_354.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_286.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_335.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_602.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_302.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1476.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_267.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_893.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_124.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_798.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1475.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_700.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_533.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_324.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_51.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_444.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_1115.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1479.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1624.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1966.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_2000.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_48.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_344.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_936.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_281.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_422.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_2142.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_388.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1577.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_448.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1257.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_829.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1718.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_408.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_729.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_1891.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_836.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_814.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_974.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1832.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1375.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_812.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_579.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_1657.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_926.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
Hindi_image_355.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1021.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
Hindi_image_1446.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_790.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_1756.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_1371.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Political
Hindi_image_93.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_90.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Political
Hindi_image_2272.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_190.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_2277.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_452.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Political
Hindi_image_1508.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_187.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_2206.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_1345.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_724.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_1619.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Political
Hindi_image_1226.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_115.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_1011.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_927.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_1235.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_2025.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_403.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_916.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_1069.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_1504.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_2278.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
Hindi_image_584.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Religion
Hindi_image_1435.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Religion
Hindi_image_364.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Religion
Hindi_image_1559.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Religion
Hindi_image_1229.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Religion
Hindi_image_823.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1079.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_597.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1506.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1926.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1731.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_254.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1900.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_395.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1528.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_561.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1858.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_828.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_826.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1157.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_912.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_2027.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1887.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1940.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_673.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1903.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_510.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1460.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_2209.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_2227.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_816.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1724.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1560.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_505.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_307.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1859.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1152.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_2225.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_527.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1867.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1571.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1759.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1710.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_217.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1612.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1164.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1726.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_376.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1694.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1682.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_2210.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_2049.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1539.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1873.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_277.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1671.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_925.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_2149.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1708.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_47.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_885.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_940.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_852.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1679.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1725.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1324.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_2143.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1674.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1546.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1678.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1878.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1732.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1695.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_246.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_2097.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1604.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_625.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_328.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1763.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1680.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_863.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
Hindi_image_1834.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Social Sub-groups
Hindi_image_528.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups
